PolicyID,Period,EarnedPremium,ExposureUnits,Geography,Industry,PolicySize,RiskRating
POL000150,2023-10,10218.77,202.45,Northwest,Office,Large,5.54
POL000150,2023-11,10218.77,218.65,Northwest,Office,Large,5.54
POL000150,2023-12,10218.77,218.82,Northwest,Office,Large,5.54
POL000150,2024-01,10218.77,206.36,Northwest,Office,Large,5.54
POL000150,2024-02,10218.77,208.19,Northwest,Office,Large,5.54
POL000150,2024-03,10218.77,211.53,Northwest,Office,Large,5.54
POL000150,2024-04,10218.77,213.98,Northwest,Office,Large,5.54
POL000150,2024-05,10218.77,207.42,Northwest,Office,Large,5.54
POL000150,2024-06,10218.77,213.89,Northwest,Office,Large,5.54
POL000150,2024-07,10218.77,207.64,Northwest,Office,Large,5.54
POL000150,2024-08,10218.77,202.51,Northwest,Office,Large,5.54
POL000150,2024-09,10218.77,201.39,Northwest,Office,Large,5.54
POL000150,2024-10,10218.77,203.48,Northwest,Office,Large,5.54
POL000150,2024-11,10218.77,218.12,Northwest,Office,Large,5.54
POL000150,2024-12,10218.77,221.71,Northwest,Office,Large,5.54
POL000151,2023-12,505.12,8.84,Southeast,Office,Small,4.74
POL000151,2024-01,505.12,8.92,Southeast,Office,Small,4.74
POL000151,2024-02,505.12,8.6,Southeast,Office,Small,4.74
POL000151,2024-03,505.12,8.96,Southeast,Office,Small,4.74
POL000151,2024-04,505.12,8.59,Southeast,Office,Small,4.74
POL000151,2024-05,505.12,9.01,Southeast,Office,Small,4.74
POL000151,2024-06,505.12,9.3,Southeast,Office,Small,4.74
POL000151,2024-07,505.12,8.64,Southeast,Office,Small,4.74
POL000151,2024-08,505.12,9.15,Southeast,Office,Small,4.74
POL000151,2024-09,505.12,8.49,Southeast,Office,Small,4.74
POL000151,2024-10,505.12,8.8,Southeast,Office,Small,4.74
POL000151,2024-11,505.12,8.56,Southeast,Office,Small,4.74
POL000151,2024-12,505.12,8.78,Southeast,Office,Small,4.74
POL000152,2024-05,15890.0,217.75,Northeast,Warehouse,Large,5.81
POL000152,2024-06,15890.0,222.25,Northeast,Warehouse,Large,5.81
POL000152,2024-07,15890.0,223.24,Northeast,Warehouse,Large,5.81
POL000152,2024-08,15890.0,220.61,Northeast,Warehouse,Large,5.81
POL000152,2024-09,15890.0,228.63,Northeast,Warehouse,Large,5.81
POL000152,2024-10,15890.0,234.53,Northeast,Warehouse,Large,5.81
POL000152,2024-11,15890.0,222.86,Northeast,Warehouse,Large,5.81
POL000152,2024-12,15890.0,218.17,Northeast,Warehouse,Large,5.81
POL000153,2023-10,2632.84,57.75,Midwest,Office,Medium,5.51
POL000153,2023-11,2632.84,61.2,Midwest,Office,Medium,5.51
POL000153,2023-12,2632.84,59.53,Midwest,Office,Medium,5.51
POL000153,2024-01,2632.84,58.84,Midwest,Office,Medium,5.51
POL000153,2024-02,2632.84,57.04,Midwest,Office,Medium,5.51
POL000153,2024-03,2632.84,58.81,Midwest,Office,Medium,5.51
POL000153,2024-04,2632.84,57.8,Midwest,Office,Medium,5.51
POL000153,2024-05,2632.84,61.73,Midwest,Office,Medium,5.51
POL000153,2024-06,2632.84,61.38,Midwest,Office,Medium,5.51
POL000153,2024-07,2632.84,56.65,Midwest,Office,Medium,5.51
POL000153,2024-08,2632.84,59.21,Midwest,Office,Medium,5.51
POL000153,2024-09,2632.84,57.48,Midwest,Office,Medium,5.51
POL000153,2024-10,2632.84,58.58,Midwest,Office,Medium,5.51
POL000153,2024-11,2632.84,61.34,Midwest,Office,Medium,5.51
POL000153,2024-12,2632.84,59.27,Midwest,Office,Medium,5.51
POL000154,2024-10,10843.7,195.04,West,Office,Large,4.91
POL000154,2024-11,10843.7,192.54,West,Office,Large,4.91
POL000154,2024-12,10843.7,204.29,West,Office,Large,4.91
POL000155,2024-02,528.12,10.57,Northeast,Office,Small,4.85
POL000155,2024-03,528.12,10.41,Northeast,Office,Small,4.85
POL000155,2024-04,528.12,10.15,Northeast,Office,Small,4.85
POL000155,2024-05,528.12,10.27,Northeast,Office,Small,4.85
POL000155,2024-06,528.12,10.92,Northeast,Office,Small,4.85
POL000155,2024-07,528.12,10.46,Northeast,Office,Small,4.85
POL000155,2024-08,528.12,10.34,Northeast,Office,Small,4.85
POL000155,2024-09,528.12,10.46,Northeast,Office,Small,4.85
POL000155,2024-10,528.12,10.73,Northeast,Office,Small,4.85
POL000155,2024-11,528.12,10.27,Northeast,Office,Small,4.85
POL000155,2024-12,528.12,10.1,Northeast,Office,Small,4.85
POL000156,2022-01,519.12,8.5,Southeast,Office,Small,4.35
POL000156,2022-02,519.12,8.57,Southeast,Office,Small,4.35
POL000156,2022-03,519.12,8.61,Southeast,Office,Small,4.35
POL000156,2022-04,519.12,8.75,Southeast,Office,Small,4.35
POL000156,2022-05,519.12,8.32,Southeast,Office,Small,4.35
POL000156,2022-06,519.12,8.07,Southeast,Office,Small,4.35
POL000156,2022-07,519.12,8.82,Southeast,Office,Small,4.35
POL000156,2022-08,519.12,8.38,Southeast,Office,Small,4.35
POL000156,2022-09,519.12,8.53,Southeast,Office,Small,4.35
POL000156,2022-10,519.12,8.57,Southeast,Office,Small,4.35
POL000156,2022-11,519.12,8.47,Southeast,Office,Small,4.35
POL000156,2022-12,519.12,8.18,Southeast,Office,Small,4.35
POL000156,2023-01,519.12,8.65,Southeast,Office,Small,4.35
POL000156,2023-02,519.12,8.69,Southeast,Office,Small,4.35
POL000156,2023-03,519.12,8.47,Southeast,Office,Small,4.35
POL000156,2023-04,519.12,8.42,Southeast,Office,Small,4.35
POL000156,2023-05,519.12,8.1,Southeast,Office,Small,4.35
POL000156,2023-06,519.12,8.08,Southeast,Office,Small,4.35
POL000156,2023-07,519.12,8.29,Southeast,Office,Small,4.35
POL000156,2023-08,519.12,8.27,Southeast,Office,Small,4.35
POL000156,2023-09,519.12,8.81,Southeast,Office,Small,4.35
POL000156,2023-10,519.12,8.67,Southeast,Office,Small,4.35
POL000156,2023-11,519.12,8.56,Southeast,Office,Small,4.35
POL000156,2023-12,519.12,8.44,Southeast,Office,Small,4.35
POL000156,2024-01,519.12,8.15,Southeast,Office,Small,4.35
POL000156,2024-02,519.12,8.83,Southeast,Office,Small,4.35
POL000156,2024-03,519.12,8.32,Southeast,Office,Small,4.35
POL000156,2024-04,519.12,8.1,Southeast,Office,Small,4.35
POL000156,2024-05,519.12,8.42,Southeast,Office,Small,4.35
POL000156,2024-06,519.12,8.75,Southeast,Office,Small,4.35
POL000156,2024-07,519.12,8.76,Southeast,Office,Small,4.35
POL000156,2024-08,519.12,8.02,Southeast,Office,Small,4.35
POL000156,2024-09,519.12,8.76,Southeast,Office,Small,4.35
POL000156,2024-10,519.12,8.24,Southeast,Office,Small,4.35
POL000156,2024-11,519.12,8.04,Southeast,Office,Small,4.35
POL000156,2024-12,519.12,8.72,Southeast,Office,Small,4.35
POL000157,2023-03,2985.11,53.92,Southeast,Technology,Medium,4.75
POL000157,2023-04,2985.11,52.53,Southeast,Technology,Medium,4.75
POL000157,2023-05,2985.11,52.42,Southeast,Technology,Medium,4.75
POL000157,2023-06,2985.11,53.66,Southeast,Technology,Medium,4.75
POL000157,2023-07,2985.11,53.52,Southeast,Technology,Medium,4.75
POL000157,2023-08,2985.11,54.06,Southeast,Technology,Medium,4.75
POL000157,2023-09,2985.11,52.3,Southeast,Technology,Medium,4.75
POL000157,2023-10,2985.11,54.46,Southeast,Technology,Medium,4.75
POL000157,2023-11,2985.11,54.61,Southeast,Technology,Medium,4.75
POL000157,2023-12,2985.11,50.03,Southeast,Technology,Medium,4.75
POL000157,2024-01,2985.11,53.85,Southeast,Technology,Medium,4.75
POL000157,2024-02,2985.11,52.03,Southeast,Technology,Medium,4.75
POL000157,2024-03,2985.11,51.45,Southeast,Technology,Medium,4.75
POL000157,2024-04,2985.11,52.62,Southeast,Technology,Medium,4.75
POL000157,2024-05,2985.11,49.72,Southeast,Technology,Medium,4.75
POL000157,2024-06,2985.11,52.06,Southeast,Technology,Medium,4.75
POL000157,2024-07,2985.11,53.96,Southeast,Technology,Medium,4.75
POL000157,2024-08,2985.11,50.54,Southeast,Technology,Medium,4.75
POL000157,2024-09,2985.11,51.65,Southeast,Technology,Medium,4.75
POL000157,2024-10,2985.11,54.32,Southeast,Technology,Medium,4.75
POL000157,2024-11,2985.11,51.66,Southeast,Technology,Medium,4.75
POL000157,2024-12,2985.11,51.29,Southeast,Technology,Medium,4.75
POL000158,2023-12,2594.22,44.84,Midwest,Education,Medium,5.11
POL000158,2024-01,2594.22,45.2,Midwest,Education,Medium,5.11
POL000158,2024-02,2594.22,45.71,Midwest,Education,Medium,5.11
POL000158,2024-03,2594.22,46.47,Midwest,Education,Medium,5.11
POL000158,2024-04,2594.22,44.89,Midwest,Education,Medium,5.11
POL000158,2024-05,2594.22,46.54,Midwest,Education,Medium,5.11
POL000158,2024-06,2594.22,45.26,Midwest,Education,Medium,5.11
POL000158,2024-07,2594.22,44.38,Midwest,Education,Medium,5.11
POL000158,2024-08,2594.22,45.82,Midwest,Education,Medium,5.11
POL000158,2024-09,2594.22,46.09,Midwest,Education,Medium,5.11
POL000158,2024-10,2594.22,45.37,Midwest,Education,Medium,5.11
POL000158,2024-11,2594.22,43.11,Midwest,Education,Medium,5.11
POL000158,2024-12,2594.22,43.62,Midwest,Education,Medium,5.11
POL000159,2022-02,2887.35,43.74,Southwest,Hospitality,Medium,5.03
POL000159,2022-03,2887.35,43.73,Southwest,Hospitality,Medium,5.03
POL000159,2022-04,2887.35,45.48,Southwest,Hospitality,Medium,5.03
POL000159,2022-05,2887.35,42.55,Southwest,Hospitality,Medium,5.03
POL000159,2022-06,2887.35,45.84,Southwest,Hospitality,Medium,5.03
POL000159,2022-07,2887.35,43.65,Southwest,Hospitality,Medium,5.03
POL000159,2022-08,2887.35,43.85,Southwest,Hospitality,Medium,5.03
POL000159,2022-09,2887.35,44.82,Southwest,Hospitality,Medium,5.03
POL000159,2022-10,2887.35,43.43,Southwest,Hospitality,Medium,5.03
POL000159,2022-11,2887.35,46.42,Southwest,Hospitality,Medium,5.03
POL000159,2022-12,2887.35,42.85,Southwest,Hospitality,Medium,5.03
POL000159,2023-01,2887.35,44.45,Southwest,Hospitality,Medium,5.03
POL000159,2023-02,2887.35,46.26,Southwest,Hospitality,Medium,5.03
POL000159,2023-03,2887.35,45.22,Southwest,Hospitality,Medium,5.03
POL000159,2023-04,2887.35,43.77,Southwest,Hospitality,Medium,5.03
POL000159,2023-05,2887.35,44.35,Southwest,Hospitality,Medium,5.03
POL000159,2023-06,2887.35,45.62,Southwest,Hospitality,Medium,5.03
POL000159,2023-07,2887.35,46.82,Southwest,Hospitality,Medium,5.03
POL000159,2023-08,2887.35,46.46,Southwest,Hospitality,Medium,5.03
POL000159,2023-09,2887.35,44.0,Southwest,Hospitality,Medium,5.03
POL000159,2023-10,2887.35,46.93,Southwest,Hospitality,Medium,5.03
POL000159,2023-11,2887.35,42.48,Southwest,Hospitality,Medium,5.03
POL000159,2023-12,2887.35,42.59,Southwest,Hospitality,Medium,5.03
POL000159,2024-01,2887.35,46.15,Southwest,Hospitality,Medium,5.03
POL000159,2024-02,2887.35,43.36,Southwest,Hospitality,Medium,5.03
POL000159,2024-03,2887.35,42.74,Southwest,Hospitality,Medium,5.03
POL000159,2024-04,2887.35,43.53,Southwest,Hospitality,Medium,5.03
POL000159,2024-05,2887.35,44.37,Southwest,Hospitality,Medium,5.03
POL000159,2024-06,2887.35,45.73,Southwest,Hospitality,Medium,5.03
POL000159,2024-07,2887.35,45.26,Southwest,Hospitality,Medium,5.03
POL000159,2024-08,2887.35,43.53,Southwest,Hospitality,Medium,5.03
POL000159,2024-09,2887.35,44.71,Southwest,Hospitality,Medium,5.03
POL000159,2024-10,2887.35,46.61,Southwest,Hospitality,Medium,5.03
POL000159,2024-11,2887.35,46.11,Southwest,Hospitality,Medium,5.03
POL000159,2024-12,2887.35,43.91,Southwest,Hospitality,Medium,5.03
POL000160,2023-11,689.28,10.88,Southeast,Manufacturing,Small,4.94
POL000160,2023-12,689.28,10.6,Southeast,Manufacturing,Small,4.94
POL000160,2024-01,689.28,9.93,Southeast,Manufacturing,Small,4.94
POL000160,2024-02,689.28,9.9,Southeast,Manufacturing,Small,4.94
POL000160,2024-03,689.28,10.04,Southeast,Manufacturing,Small,4.94
POL000160,2024-04,689.28,10.62,Southeast,Manufacturing,Small,4.94
POL000160,2024-05,689.28,10.05,Southeast,Manufacturing,Small,4.94
POL000160,2024-06,689.28,10.39,Southeast,Manufacturing,Small,4.94
POL000160,2024-07,689.28,9.96,Southeast,Manufacturing,Small,4.94
POL000160,2024-08,689.28,10.82,Southeast,Manufacturing,Small,4.94
POL000160,2024-09,689.28,10.22,Southeast,Manufacturing,Small,4.94
POL000160,2024-10,689.28,10.8,Southeast,Manufacturing,Small,4.94
POL000160,2024-11,689.28,10.84,Southeast,Manufacturing,Small,4.94
POL000160,2024-12,689.28,9.87,Southeast,Manufacturing,Small,4.94
POL000161,2024-07,3735.15,42.42,Northwest,Manufacturing,Medium,5.08
POL000161,2024-08,3735.15,40.55,Northwest,Manufacturing,Medium,5.08
POL000161,2024-09,3735.15,44.31,Northwest,Manufacturing,Medium,5.08
POL000161,2024-10,3735.15,42.65,Northwest,Manufacturing,Medium,5.08
POL000161,2024-11,3735.15,40.76,Northwest,Manufacturing,Medium,5.08
POL000161,2024-12,3735.15,40.91,Northwest,Manufacturing,Medium,5.08
POL000162,2023-07,513.17,10.35,Northwest,Education,Small,4.91
POL000162,2023-08,513.17,10.93,Northwest,Education,Small,4.91
POL000162,2023-09,513.17,10.67,Northwest,Education,Small,4.91
POL000162,2023-10,513.17,10.85,Northwest,Education,Small,4.91
POL000162,2023-11,513.17,10.33,Northwest,Education,Small,4.91
POL000162,2023-12,513.17,9.99,Northwest,Education,Small,4.91
POL000162,2024-01,513.17,10.97,Northwest,Education,Small,4.91
POL000162,2024-02,513.17,9.96,Northwest,Education,Small,4.91
POL000162,2024-03,513.17,10.94,Northwest,Education,Small,4.91
POL000162,2024-04,513.17,10.33,Northwest,Education,Small,4.91
POL000162,2024-05,513.17,9.96,Northwest,Education,Small,4.91
POL000162,2024-06,513.17,10.67,Northwest,Education,Small,4.91
POL000162,2024-07,513.17,10.97,Northwest,Education,Small,4.91
POL000162,2024-08,513.17,10.96,Northwest,Education,Small,4.91
POL000162,2024-09,513.17,10.12,Northwest,Education,Small,4.91
POL000162,2024-10,513.17,10.14,Northwest,Education,Small,4.91
POL000162,2024-11,513.17,10.54,Northwest,Education,Small,4.91
POL000162,2024-12,513.17,10.61,Northwest,Education,Small,4.91
POL000163,2023-07,643.27,10.07,West,Healthcare,Small,5.01
POL000163,2023-08,643.27,9.52,West,Healthcare,Small,5.01
POL000163,2023-09,643.27,10.28,West,Healthcare,Small,5.01
POL000163,2023-10,643.27,9.97,West,Healthcare,Small,5.01
POL000163,2023-11,643.27,10.17,West,Healthcare,Small,5.01
POL000163,2023-12,643.27,9.87,West,Healthcare,Small,5.01
POL000163,2024-01,643.27,9.75,West,Healthcare,Small,5.01
POL000163,2024-02,643.27,10.3,West,Healthcare,Small,5.01
POL000163,2024-03,643.27,9.91,West,Healthcare,Small,5.01
POL000163,2024-04,643.27,10.19,West,Healthcare,Small,5.01
POL000163,2024-05,643.27,10.28,West,Healthcare,Small,5.01
POL000163,2024-06,643.27,10.0,West,Healthcare,Small,5.01
POL000163,2024-07,643.27,9.88,West,Healthcare,Small,5.01
POL000163,2024-08,643.27,9.34,West,Healthcare,Small,5.01
POL000163,2024-09,643.27,9.38,West,Healthcare,Small,5.01
POL000163,2024-10,643.27,9.54,West,Healthcare,Small,5.01
POL000163,2024-11,643.27,9.52,West,Healthcare,Small,5.01
POL000163,2024-12,643.27,9.59,West,Healthcare,Small,5.01
POL000164,2022-12,2624.41,58.0,Southwest,Technology,Medium,4.69
POL000164,2023-01,2624.41,58.32,Southwest,Technology,Medium,4.69
POL000164,2023-02,2624.41,58.68,Southwest,Technology,Medium,4.69
POL000164,2023-03,2624.41,56.78,Southwest,Technology,Medium,4.69
POL000164,2023-04,2624.41,56.44,Southwest,Technology,Medium,4.69
POL000164,2023-05,2624.41,60.18,Southwest,Technology,Medium,4.69
POL000164,2023-06,2624.41,59.37,Southwest,Technology,Medium,4.69
POL000164,2023-07,2624.41,58.82,Southwest,Technology,Medium,4.69
POL000164,2023-08,2624.41,59.95,Southwest,Technology,Medium,4.69
POL000164,2023-09,2624.41,61.09,Southwest,Technology,Medium,4.69
POL000164,2023-10,2624.41,58.72,Southwest,Technology,Medium,4.69
POL000164,2023-11,2624.41,59.98,Southwest,Technology,Medium,4.69
POL000164,2023-12,2624.41,61.83,Southwest,Technology,Medium,4.69
POL000164,2024-01,2624.41,61.16,Southwest,Technology,Medium,4.69
POL000164,2024-02,2624.41,58.71,Southwest,Technology,Medium,4.69
POL000164,2024-03,2624.41,60.01,Southwest,Technology,Medium,4.69
POL000164,2024-04,2624.41,57.24,Southwest,Technology,Medium,4.69
POL000164,2024-05,2624.41,59.51,Southwest,Technology,Medium,4.69
POL000164,2024-06,2624.41,62.0,Southwest,Technology,Medium,4.69
POL000164,2024-07,2624.41,59.26,Southwest,Technology,Medium,4.69
POL000164,2024-08,2624.41,61.68,Southwest,Technology,Medium,4.69
POL000164,2024-09,2624.41,58.6,Southwest,Technology,Medium,4.69
POL000164,2024-10,2624.41,62.1,Southwest,Technology,Medium,4.69
POL000164,2024-11,2624.41,59.62,Southwest,Technology,Medium,4.69
POL000164,2024-12,2624.41,56.44,Southwest,Technology,Medium,4.69
POL000165,2022-10,3269.11,49.93,West,Retail,Medium,4.19
POL000165,2022-11,3269.11,48.38,West,Retail,Medium,4.19
POL000165,2022-12,3269.11,47.19,West,Retail,Medium,4.19
POL000165,2023-01,3269.11,51.09,West,Retail,Medium,4.19
POL000165,2023-02,3269.11,48.39,West,Retail,Medium,4.19
POL000165,2023-03,3269.11,50.97,West,Retail,Medium,4.19
POL000165,2023-04,3269.11,48.45,West,Retail,Medium,4.19
POL000165,2023-05,3269.11,47.99,West,Retail,Medium,4.19
POL000165,2023-06,3269.11,51.85,West,Retail,Medium,4.19
POL000165,2023-07,3269.11,48.82,West,Retail,Medium,4.19
POL000165,2023-08,3269.11,50.0,West,Retail,Medium,4.19
POL000165,2023-09,3269.11,50.04,West,Retail,Medium,4.19
POL000165,2023-10,3269.11,49.8,West,Retail,Medium,4.19
POL000165,2023-11,3269.11,51.55,West,Retail,Medium,4.19
POL000165,2023-12,3269.11,50.36,West,Retail,Medium,4.19
POL000165,2024-01,3269.11,49.02,West,Retail,Medium,4.19
POL000165,2024-02,3269.11,51.29,West,Retail,Medium,4.19
POL000165,2024-03,3269.11,47.92,West,Retail,Medium,4.19
POL000165,2024-04,3269.11,49.72,West,Retail,Medium,4.19
POL000165,2024-05,3269.11,51.73,West,Retail,Medium,4.19
POL000165,2024-06,3269.11,50.12,West,Retail,Medium,4.19
POL000165,2024-07,3269.11,51.07,West,Retail,Medium,4.19
POL000165,2024-08,3269.11,50.26,West,Retail,Medium,4.19
POL000165,2024-09,3269.11,51.18,West,Retail,Medium,4.19
POL000165,2024-10,3269.11,51.7,West,Retail,Medium,4.19
POL000165,2024-11,3269.11,48.38,West,Retail,Medium,4.19
POL000165,2024-12,3269.11,47.86,West,Retail,Medium,4.19
POL000166,2022-08,551.39,9.02,Northeast,Technology,Small,5.22
POL000166,2022-09,551.39,9.21,Northeast,Technology,Small,5.22
POL000166,2022-10,551.39,8.78,Northeast,Technology,Small,5.22
POL000166,2022-11,551.39,8.58,Northeast,Technology,Small,5.22
POL000166,2022-12,551.39,8.89,Northeast,Technology,Small,5.22
POL000166,2023-01,551.39,9.45,Northeast,Technology,Small,5.22
POL000166,2023-02,551.39,9.21,Northeast,Technology,Small,5.22
POL000166,2023-03,551.39,8.94,Northeast,Technology,Small,5.22
POL000166,2023-04,551.39,8.75,Northeast,Technology,Small,5.22
POL000166,2023-05,551.39,8.9,Northeast,Technology,Small,5.22
POL000166,2023-06,551.39,8.73,Northeast,Technology,Small,5.22
POL000166,2023-07,551.39,8.67,Northeast,Technology,Small,5.22
POL000166,2023-08,551.39,9.4,Northeast,Technology,Small,5.22
POL000166,2023-09,551.39,9.48,Northeast,Technology,Small,5.22
POL000166,2023-10,551.39,8.73,Northeast,Technology,Small,5.22
POL000166,2023-11,551.39,8.63,Northeast,Technology,Small,5.22
POL000166,2023-12,551.39,8.88,Northeast,Technology,Small,5.22
POL000166,2024-01,551.39,9.0,Northeast,Technology,Small,5.22
POL000166,2024-02,551.39,8.76,Northeast,Technology,Small,5.22
POL000166,2024-03,551.39,8.85,Northeast,Technology,Small,5.22
POL000166,2024-04,551.39,8.76,Northeast,Technology,Small,5.22
POL000166,2024-05,551.39,9.28,Northeast,Technology,Small,5.22
POL000166,2024-06,551.39,9.22,Northeast,Technology,Small,5.22
POL000166,2024-07,551.39,9.15,Northeast,Technology,Small,5.22
POL000166,2024-08,551.39,8.93,Northeast,Technology,Small,5.22
POL000166,2024-09,551.39,9.4,Northeast,Technology,Small,5.22
POL000166,2024-10,551.39,9.45,Northeast,Technology,Small,5.22
POL000166,2024-11,551.39,8.74,Northeast,Technology,Small,5.22
POL000166,2024-12,551.39,8.78,Northeast,Technology,Small,5.22
POL000167,2023-04,14248.28,189.29,West,Manufacturing,Large,4.62
POL000167,2023-05,14248.28,181.09,West,Manufacturing,Large,4.62
POL000167,2023-06,14248.28,187.61,West,Manufacturing,Large,4.62
POL000167,2023-07,14248.28,190.35,West,Manufacturing,Large,4.62
POL000167,2023-08,14248.28,189.23,West,Manufacturing,Large,4.62
POL000167,2023-09,14248.28,185.62,West,Manufacturing,Large,4.62
POL000167,2023-10,14248.28,189.61,West,Manufacturing,Large,4.62
POL000167,2023-11,14248.28,197.47,West,Manufacturing,Large,4.62
POL000167,2023-12,14248.28,183.26,West,Manufacturing,Large,4.62
POL000167,2024-01,14248.28,191.73,West,Manufacturing,Large,4.62
POL000167,2024-02,14248.28,180.19,West,Manufacturing,Large,4.62
POL000167,2024-03,14248.28,180.62,West,Manufacturing,Large,4.62
POL000167,2024-04,14248.28,189.79,West,Manufacturing,Large,4.62
POL000167,2024-05,14248.28,181.35,West,Manufacturing,Large,4.62
POL000167,2024-06,14248.28,179.79,West,Manufacturing,Large,4.62
POL000167,2024-07,14248.28,182.61,West,Manufacturing,Large,4.62
POL000167,2024-08,14248.28,190.03,West,Manufacturing,Large,4.62
POL000167,2024-09,14248.28,192.65,West,Manufacturing,Large,4.62
POL000167,2024-10,14248.28,183.19,West,Manufacturing,Large,4.62
POL000167,2024-11,14248.28,191.99,West,Manufacturing,Large,4.62
POL000167,2024-12,14248.28,182.81,West,Manufacturing,Large,4.62
POL000168,2022-12,3007.89,56.36,Southeast,Retail,Medium,5.96
POL000168,2023-01,3007.89,55.24,Southeast,Retail,Medium,5.96
POL000168,2023-02,3007.89,56.59,Southeast,Retail,Medium,5.96
POL000168,2023-03,3007.89,58.49,Southeast,Retail,Medium,5.96
POL000168,2023-04,3007.89,58.17,Southeast,Retail,Medium,5.96
POL000168,2023-05,3007.89,52.97,Southeast,Retail,Medium,5.96
POL000168,2023-06,3007.89,57.88,Southeast,Retail,Medium,5.96
POL000168,2023-07,3007.89,53.31,Southeast,Retail,Medium,5.96
POL000168,2023-08,3007.89,58.25,Southeast,Retail,Medium,5.96
POL000168,2023-09,3007.89,54.51,Southeast,Retail,Medium,5.96
POL000168,2023-10,3007.89,55.07,Southeast,Retail,Medium,5.96
POL000168,2023-11,3007.89,53.45,Southeast,Retail,Medium,5.96
POL000168,2023-12,3007.89,53.57,Southeast,Retail,Medium,5.96
POL000168,2024-01,3007.89,56.99,Southeast,Retail,Medium,5.96
POL000168,2024-02,3007.89,58.21,Southeast,Retail,Medium,5.96
POL000168,2024-03,3007.89,56.35,Southeast,Retail,Medium,5.96
POL000168,2024-04,3007.89,56.93,Southeast,Retail,Medium,5.96
POL000168,2024-05,3007.89,57.19,Southeast,Retail,Medium,5.96
POL000168,2024-06,3007.89,54.41,Southeast,Retail,Medium,5.96
POL000168,2024-07,3007.89,53.2,Southeast,Retail,Medium,5.96
POL000168,2024-08,3007.89,52.95,Southeast,Retail,Medium,5.96
POL000168,2024-09,3007.89,54.9,Southeast,Retail,Medium,5.96
POL000168,2024-10,3007.89,54.29,Southeast,Retail,Medium,5.96
POL000168,2024-11,3007.89,53.29,Southeast,Retail,Medium,5.96
POL000168,2024-12,3007.89,53.94,Southeast,Retail,Medium,5.96
POL000169,2022-05,686.67,11.04,Northwest,Hospitality,Small,5.33
POL000169,2022-06,686.67,11.95,Northwest,Hospitality,Small,5.33
POL000169,2022-07,686.67,11.06,Northwest,Hospitality,Small,5.33
POL000169,2022-08,686.67,11.51,Northwest,Hospitality,Small,5.33
POL000169,2022-09,686.67,11.58,Northwest,Hospitality,Small,5.33
POL000169,2022-10,686.67,11.52,Northwest,Hospitality,Small,5.33
POL000169,2022-11,686.67,11.01,Northwest,Hospitality,Small,5.33
POL000169,2022-12,686.67,11.26,Northwest,Hospitality,Small,5.33
POL000169,2023-01,686.67,10.96,Northwest,Hospitality,Small,5.33
POL000169,2023-02,686.67,11.35,Northwest,Hospitality,Small,5.33
POL000169,2023-03,686.67,11.11,Northwest,Hospitality,Small,5.33
POL000169,2023-04,686.67,11.54,Northwest,Hospitality,Small,5.33
POL000169,2023-05,686.67,11.69,Northwest,Hospitality,Small,5.33
POL000169,2023-06,686.67,11.51,Northwest,Hospitality,Small,5.33
POL000169,2023-07,686.67,11.39,Northwest,Hospitality,Small,5.33
POL000169,2023-08,686.67,11.34,Northwest,Hospitality,Small,5.33
POL000169,2023-09,686.67,11.86,Northwest,Hospitality,Small,5.33
POL000169,2023-10,686.67,11.15,Northwest,Hospitality,Small,5.33
POL000169,2023-11,686.67,11.74,Northwest,Hospitality,Small,5.33
POL000169,2023-12,686.67,11.77,Northwest,Hospitality,Small,5.33
POL000169,2024-01,686.67,11.38,Northwest,Hospitality,Small,5.33
POL000169,2024-02,686.67,11.24,Northwest,Hospitality,Small,5.33
POL000169,2024-03,686.67,11.44,Northwest,Hospitality,Small,5.33
POL000169,2024-04,686.67,11.0,Northwest,Hospitality,Small,5.33
POL000169,2024-05,686.67,10.95,Northwest,Hospitality,Small,5.33
POL000169,2024-06,686.67,11.02,Northwest,Hospitality,Small,5.33
POL000169,2024-07,686.67,11.11,Northwest,Hospitality,Small,5.33
POL000169,2024-08,686.67,11.47,Northwest,Hospitality,Small,5.33
POL000169,2024-09,686.67,11.87,Northwest,Hospitality,Small,5.33
POL000169,2024-10,686.67,11.17,Northwest,Hospitality,Small,5.33
POL000169,2024-11,686.67,11.97,Northwest,Hospitality,Small,5.33
POL000169,2024-12,686.67,11.99,Northwest,Hospitality,Small,5.33
POL000170,2022-05,11594.9,215.29,Northeast,Retail,Large,3.53
POL000170,2022-06,11594.9,212.79,Northeast,Retail,Large,3.53
POL000170,2022-07,11594.9,203.04,Northeast,Retail,Large,3.53
POL000170,2022-08,11594.9,197.04,Northeast,Retail,Large,3.53
POL000170,2022-09,11594.9,207.26,Northeast,Retail,Large,3.53
POL000170,2022-10,11594.9,207.05,Northeast,Retail,Large,3.53
POL000170,2022-11,11594.9,213.04,Northeast,Retail,Large,3.53
POL000170,2022-12,11594.9,216.05,Northeast,Retail,Large,3.53
POL000170,2023-01,11594.9,206.01,Northeast,Retail,Large,3.53
POL000170,2023-02,11594.9,202.65,Northeast,Retail,Large,3.53
POL000170,2023-03,11594.9,199.37,Northeast,Retail,Large,3.53
POL000170,2023-04,11594.9,195.65,Northeast,Retail,Large,3.53
POL000170,2023-05,11594.9,206.03,Northeast,Retail,Large,3.53
